CountryCode,CountryName,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
ABW,Aruba,3.13488848888506,2.23826641947257,1.41681201454265,0.834201591126862,0.583861110280782,0.5787285907546921,0.611792786981821,0.582235730548446,0.5771526061010539,0.5789494349535781,0.579003052326936,0.6295220067430071,0.689097095872022,0.649525966161438,0.473651973587429,0.214556939876044,-0.10887137758427,-0.36873259090712895,-0.431636236920108,-0.213184185199242,0.19654552690225,0.780690671039871,1.2747176567037402,1.39219394958572,1.00292758928186,0.31304898478894105,-0.611116549561172,-1.29983594101671,-1.23341839633707,-0.0737046442721564,1.81203204418264,3.90517473443176,5.4387245116004586,6.06013455831489,5.634273309998442,4.619164597543231,3.5093895518827702,2.67090508273814,2.11792102655521,1.96058015820174,2.06165356601521,2.21612099555933,2.23652004783367,2.10413470867324,1.7644782118065,1.29697501067185,0.795579245710459,0.384067624467683,0.122432874693392,0.0729934239690801,0.178313751295381,0.33311582247529,0.44731855196664505,0.514335275703456,0.50396982061011
ADO,Andorra,7.10504086061674,6.92612118037125,6.72477027466789,6.50830528740628,6.25942190439657,6.0038571810271,5.73500592964419,5.49134262523241,5.3151359935138,5.22043375949646,5.1468900146569805,5.14168503276594,5.0800215097456105,4.85918203397541,4.44440620947133,3.95933481954496,3.44105517078338,3.0614319584974505,2.937894524663009,3.130132302455669,3.5104194189524502,3.9126855897299904,4.20350603888175,4.37712105412758,4.409205684454808,4.33739995274962,4.21082490308574,4.09226021647152,3.99086219733828,3.923520352500149,3.856124728204661,3.89130356082097,3.8593448292537897,3.50140432254517,2.7550040858642,1.81261431943126,0.682042520639064,-0.224232797671097,-0.404577425363617,0.426399915084529,1.91114183546633,3.56126513216473,4.72079354288534,5.1263031845923885,4.64294464684047,3.61784253998995,2.61260576509713,1.78904154093293,0.865725021754552,-0.16599454393101198,-1.2419741379678602,-2.51055195828671,-3.7247101430534,-4.3996839221008885,-4.19194054987126
AFG,Afghanistan,1.81367687921306,1.8740025829736495,1.9324144920684,1.98978481924578,2.04667531840858,2.10252830972274,2.12596021988152,2.14224965300396,2.2052181295156004,2.32857280753242,2.47240173595312,2.58934375433227,2.62945300752806,2.57491559977848,2.40818764999582,2.14801057249478,1.95492116255126,1.73937649641949,1.26374610319773,0.458254772212466,-0.542502467827066,-1.6368364404908502,-2.57123716910161,-3.11020425119532,-3.03091145005073,-2.3958322528164904,-1.6606674804241397,-0.88701927482184,0.333156068769734,2.02392738503965,3.8796936348266295,5.809298066499162,7.210628551081071,7.5551560237298885,6.815593948791139,5.5313496983864905,4.14183876292854,3.11057339034786,2.61250065114524,2.80679625574943,3.42580653261,4.1226624060886,4.5508045616890405,4.63909445410118,4.315131587948391,3.75869629983257,3.16125834846767,2.71819809591115,2.48531457199415,2.52562775400891,2.7368859589009498,2.98397866645826,3.13554616440454,3.16433627387256,3.03347255254667
AGO,Angola,1.8030054521921497,1.81320651714064,1.82071404821233,1.81124601730819,1.77884617420578,1.73788611233969,1.69488017955991,1.6787076279807698,1.7169537054229298,1.82316141758138,1.9756911563311896,2.1459358914207103,2.3033438600985696,2.43781276200135,2.53830297057328,2.61698227252369,2.6679739962773703,2.72720564333078,2.83646944380662,3.00906792024142,3.20560317908342,3.42345474505643,3.5779922230081405,3.5813487047805093,3.4058451857693703,3.1298960551846005,2.81765093481374,2.58034587649709,2.4886962310119705,2.58452412374167,2.79648210238815,3.04715916289043,3.23166644288693,3.30225068517767,3.22737518143572,3.06886964208326,2.8878727606763,2.7699234259930896,2.75721515728433,2.87812445149465,3.07944386258132,3.29310928103361,3.4538453898635604,3.54719904207811,3.55530348961614,3.50771162949218,3.4486214865201004,3.406206726259529,3.37418025986003,3.35914867009651,3.3536925634080696,3.347413299737,3.3315674132514195,3.3062045631603505,3.26955240572046
ALB,Albania,3.01542305926732,3.12085537059054,3.0567305027908795,2.95374876199632,2.88068642624326,2.7540212380422697,2.63456387954101,2.6301903454949302,2.8425107104894902,2.8960833877323,2.55085117829323,2.4229720170788,2.49497310670312,2.3625522238482497,2.29721417566909,2.3011538096943,2.20823525497527,2.21325217885547,2.07574189532527,1.98945701957156,2.04796386136191,2.00297430640894,2.11327178253342,2.12088533357751,2.1039366180201298,2.05599460887143,1.93322081083734,1.99703995612751,1.88671052887888,2.68786198874035,1.79908559333186,-0.602809679480026,-0.6064347262017591,-0.6101657927302471,-0.6138805069296029,-0.6177036584369631,-0.62151139901728,-0.625430096900055,-0.629334392525913,-0.63335227398725,-0.6373568339434921,-0.93847042771206,-0.29987669708469106,-0.374149169291299,-0.4179313779259989,-0.5117901164218971,-0.6309112448516729,-0.7557187554199101,-0.7673429591423209,-0.6738940464519361,-0.49646196338738,-0.283303107545257,-0.14783124714687398,-0.10772950693099,-0.0998300968586222
ARB,Arab World,,2.7522203091764905,2.78815297214136,2.81169094162115,2.8232741259281404,2.8258467826860696,2.83240237436442,2.8392743467187,2.8285260338159297,2.79690091776349,2.7585630222173303,2.69846537102548,2.6740511876490696,2.71525838824793,2.8360907761650496,3.0008710587249703,3.17272982272894,3.3051658639552404,3.37051393314236,3.3521474340505897,3.27865510944609,3.19446842176238,3.1245197168741297,3.0599922417355,2.98453133238519,2.98301563292907,2.94459982905295,2.868891410294029,2.80789674304944,2.72996642569947,3.65804902445281,2.81555054409961,1.8533524956775704,2.6554051877646603,2.60794609030215,3.13165657982448,2.3108709853834,2.22711880145931,2.15306376340783,2.1332706710283302,2.12841299590798,2.13353538641081,2.13775715130069,2.16414131781238,2.21853865944593,2.2848335696323,2.36152412743562,2.4167386951231298,2.4323313241181803,2.3881126053645496,2.30286068491139,2.3029827913186,2.25988926076607,2.2179474092231404,2.1680987352024297
ARE,United Arab Emirates,5.903389637266481,8.65532680713998,10.566744483385401,10.9400810233796,9.88063726352462,8.39064314040087,6.912946145649309,6.43378981968486,7.58204813227806,10.3745717494202,13.5644010863112,15.592212725711999,16.3603709424086,16.6616285286519,16.5994387597928,16.1693826167789,15.7761127812887,15.0178265393593,13.5080654028786,11.3999370630511,9.212452856347099,7.23753923447005,5.8081196508745006,5.02870281225442,4.96840022924996,5.33480399150284,5.76323058814714,5.99887109992229,6.06097898794171,5.907452798102268,5.64014293726854,5.46399600866853,5.38372674671958,5.2508916275223605,5.05899708346381,4.8788866403964,4.8800051863864,5.03742126342492,5.2010317495609,5.35617955980391,5.5940152413784805,5.353453921568058,5.33087487440047,6.60475570993521,9.218805368978929,11.980156491139299,14.305138506517697,15.0325981666566,13.810060375780001,11.0382375579526,7.78734210749959,4.750832933603441,2.46313972142663,0.971922646638357,0.509332470845006
ARG,Argentina,1.63087942251171,1.60689863202543,1.58429910275673,1.5575550649756298,1.52418383549503,1.48955284315781,1.44953537907262,1.42052132546123,1.4247794689483602,1.47107033682429,1.54302051900184,1.6276074498930702,1.6949058935560302,1.72192065503501,1.69541953619682,1.6339868810942302,1.56130227252048,1.50469930390575,1.4741855066572902,1.4802715140105,1.51053539074535,1.54454174919608,1.5663987811740905,1.57662813202297,1.57026528579099,1.55160274273569,1.5297977341362,1.50920512343788,1.48617192824936,1.46131468891283,1.43457557064208,1.4082581922438502,1.3799334108142098,1.3451272370736,1.3025037587111898,1.25576226975128,1.20676891837163,1.16285040824829,1.13108366219504,1.11533067875968,1.11091620450466,1.11120859669176,1.10909464010634,1.1024730151132098,1.08856866353167,1.07023021299288,1.0501665291824,1.03398372181811,1.02539283308112,1.02680978008519,1.03445486935138,1.04428767328593,1.04980926143269,1.04706505456002,1.03305555285726
ARM,Armenia,3.5552897804217203,3.51690204227287,3.4517624900375803,3.35232738248187,3.2178152141075897,3.06357478023574,2.89797610703843,2.74452869583381,2.62370042437816,2.54538319902835,2.4942305452076203,2.4508894684166203,2.3954327751434104,2.32276071925594,2.2263390532465497,2.11572506110785,2.00343708168111,1.90178849446464,1.8136003273355,1.74310196972549,1.6849498965661298,1.5888045287813402,1.48271416110755,1.44076991230779,1.48240748590848,1.55612199432101,1.70333431223034,1.7668053025699602,1.53243195844179,0.915369280687287,0.0557325922391068,-0.929150110002451,-1.79321951989429,-2.3412716297039,-2.39454676161161,-2.05039613077472,-1.55548318189086,-1.1336696773015902,-0.7901349939650729,-0.6166826218391359,-0.5744662647759641,-0.523523009279186,-0.418746421195188,-0.35600265027686,-0.34435229845700205,-0.36633661230182,-0.4239938092750301,-0.4688939555432821,-0.438963628123395,-0.3003131119421289,-0.0881003240332919,0.15132819655358498,0.3482828116554181,0.464046660476912,0.465529171376968
ASM,American Samoa,1.42424591131262,2.3019045526666497,3.07746182316975,3.55843222879004,3.66988967082713,3.53571090207298,3.3532971696742098,3.22060361538967,3.0197188768383394,2.77726846044743,2.51186523284565,2.2606382201728,2.03531473549118,1.82253236068936,1.63066599354823,1.48430101659192,1.3044312612001698,1.1964413801531102,1.3431709335338402,1.80012825835654,2.45154653535978,3.13018397994976,3.67045951093149,4.0200039488285,4.1223407099811205,4.05598007851835,3.966454862400061,3.87402405851449,3.70228532535263,3.44076779706675,3.13730053692123,2.7982501281247503,2.4864512760653303,2.24885376811874,2.11063895587642,2.03864493874044,1.97010117196854,1.86653469759177,1.7268407559735302,1.5426295773729095,1.31946966358002,1.1305415232099298,0.946074376140603,0.658488878700854,0.244976005061715,-0.244976005061708,-0.796505718214268,-1.27670070998988,-1.5191487175773102,-1.4215696275872098,-1.05488096248578,-0.5768276142471801,-0.161023346987729,0.135711010704751,0.23840496770808
