CountryCode,CountryName,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
BIH,Bosnia and Herzegovina,60.2762195121951,60.9415853658537,61.5679756097561,62.1623414634146,62.7336829268293,63.292,63.84485365853661,64.3972926829268,64.94985365853661,65.5044878048781,66.06163414634149,66.6212195121951,67.17514634146339,67.7133902439025,68.2269268292683,68.70026829268289,69.1169024390244,69.47292682926829,69.7679512195122,70.0075853658537,70.2135853658537,70.4172682926829,70.6371707317073,70.8786829268293,71.13256097560979,71.3515853658537,71.47436585365851,71.46392682926829,71.31824390243901,71.0656585365854,70.78321951219509,70.5728048780488,70.51804878048779,70.6691219512195,71.02951219512201,71.56609756097559,72.2088048780488,72.85873170731709,73.4372926829268,73.90963414634149,74.26073170731709,74.5009268292683,74.6755853658537,74.8243658536585,74.9594878048781,75.09353658536591,75.2314390243902,75.37148780487809,75.51197560975609,75.6573658536585,75.8076829268293,75.9629268292683,76.12017073170729,76.27692682926829
BLR,Belarus,67.7080975609756,68.2126585365854,68.63582926829271,68.9920731707317,69.2899268292683,69.5374146341464,69.7346097560976,69.88165853658539,69.9826341463415,70.0451463414634,70.079243902439,70.093,70.0924146341464,70.0824390243902,70.06807317073171,70.04826829268289,70.0159024390244,69.9674146341464,69.9063170731707,69.84163414634149,69.8020243902439,69.8191707317073,69.9082195121951,70.0646585365854,70.2719268292683,70.9926829268293,71.549512195122,70.990243902439,71.34146341463409,71.5878048780488,70.83658536585371,70.37804878048779,70.0219512195122,68.9707317073171,68.7682926829268,68.4609756097561,68.6121951219512,68.4609756097561,68.4073170731707,67.9073170731707,68.9121951219512,68.5073170731707,68.0560975609756,68.5536585365854,68.95609756097559,68.8512195121951,69.4048780487805,70.2034146341464,70.45609756097559,70.4073170731707,70.4048780487805,70.5536585365854,71.9658536585366,72.4707317073171
BLZ,Belize,59.961365853658506,60.512780487804896,61.07434146341461,61.646048780487796,62.2248292682927,62.8061219512195,63.38534146341461,63.9543902439025,64.5077073170732,65.0391951219512,65.5462682926829,66.0263170731707,66.4809024390244,66.9120975609756,67.324,67.718756097561,68.1020975609756,68.4781463414634,68.8470243902439,69.208756097561,69.56636585365851,69.91975609756099,70.2642682926829,70.5892682926829,70.8831707317073,71.13136585365851,71.31734146341459,71.4305853658537,71.46560975609759,71.418487804878,71.28373170731709,71.0544146341463,70.7466097560976,70.3823902439024,69.9862926829268,69.5887804878049,69.2198048780488,68.90185365853661,68.6539024390244,68.489512195122,68.4188780487805,68.4441219512195,68.5443658536585,68.6971219512195,68.8848292682927,69.0863658536585,69.279487804878,69.452,69.5942195121951,69.70307317073171,69.7820487804878,69.8436829268293,69.9051463414634,69.9820487804878
BMU,Bermuda,,,,,,68.8978048780488,,,,,70.29,,,,,,,,,,72.3046341463415,,,,,,,,,,,74.02951219512201,,,,,,,,,77.8853658536585,77.8853658536585,78.0878048780488,78.33414634146341,78.48536585365851,78.6853658536586,78.8878048780488,78.9341463414634,79.2365853658537,79.3884390243903,79.2885365853658,81.1526829268293,81.6778048780488,80.5724390243902
BOL,Bolivia,42.11831707317071,42.4334390243902,42.75704878048779,43.0891463414634,43.4302195121951,43.7797804878049,44.137804878048804,44.5048048780488,44.879756097561,45.2636829268293,45.655560975609795,46.0553902439025,46.4632195121951,46.878512195122006,47.3022926829268,47.733024390243905,48.171731707317115,48.6189024390244,49.0730243902439,49.5346097560976,50.0041463414634,50.48214634146339,50.9680975609756,51.4615365853659,51.96292682926829,52.4708048780488,52.9856585365854,53.507975609756095,54.035268292682886,54.5690487804878,55.1072926829268,55.6500243902439,56.198243902439,56.7494390243903,57.30512195121951,57.8632926829268,58.4249512195122,58.9886097560976,59.5542682926829,60.1214146341463,60.690048780487786,61.2591951219512,61.8288292682927,62.3989756097561,62.96863414634149,63.5397804878049,64.1149512195122,64.6941219512195,65.27380487804881,65.848,66.40775609756099,66.9425609756098,67.4454634146341,67.9134390243903
BRA,Brazil,54.2054634146342,54.7187073170732,55.2356585365854,55.7513902439024,56.2629512195122,56.767365853658504,57.2656829268293,57.75792682926829,58.2406829268293,58.7080243902439,59.1505853658537,59.558,59.9248048780488,60.251512195122004,60.5410975609756,60.800512195122,61.0391219512195,61.2708292682927,61.5064634146342,61.754975609756094,62.0202926829268,62.3043658536585,62.602243902439,62.9114634146342,63.23207317073171,63.5625609756098,63.9004634146341,64.24582926829271,64.5982195121951,64.96119512195119,65.3403170731707,65.7426829268293,66.1718048780488,66.6276829268293,67.1068292682927,67.6031951219512,68.10973170731711,68.6163902439024,69.1130975609756,69.59129268292679,70.0419756097561,70.45960975609759,70.84524390243901,71.2018780487805,71.532,71.8396341463415,72.1317317073171,72.4148292682927,72.6954146341463,72.9780243902439,73.2641463414634,73.55234146341459,73.8395853658537,74.1224390243903
BRB,Barbados,60.73804878048779,61.2150975609756,61.6961707317073,62.1822682926829,62.6728780487805,63.1610243902439,63.638634146341495,64.0987317073171,64.5352682926829,64.9457804878049,65.331243902439,65.6951707317073,66.0440731707317,66.382487804878,66.7143902439024,67.0408048780488,67.3622195121951,67.6771463414634,67.9845609756098,68.2844634146341,68.5773658536585,68.8637804878049,69.1436829268293,69.4166097560976,69.6840243902439,69.9449512195122,70.2013658536585,70.45178048780491,70.6966829268293,70.9365853658537,71.17195121951221,71.40334146341459,71.63121951219509,71.85409756097559,72.0724878048781,72.28439024390251,72.4888048780488,72.68421951219509,72.87065853658541,73.0485853658537,73.21951219512201,73.38392682926829,73.5463170731707,73.7071707317073,73.8680243902439,74.03034146341459,74.1931219512195,74.3564146341464,74.5191951219512,74.6824878048781,74.8452926829268,75.0081463414634,75.1710243902439,75.3339512195122
BRN,Brunei Darussalam,62.50036585365851,63.04895121951221,63.575902439024404,64.0761951219512,64.5483170731707,64.9922926829268,65.4121219512195,65.8143902439024,66.20514634146339,66.5884146341463,66.9651951219512,67.335512195122,67.6988536585366,68.0536829268293,68.4005365853659,68.73939024390239,69.07124390243901,69.3960975609756,69.7134390243903,70.0248048780488,70.3296585365854,70.62751219512201,70.9193658536585,71.20621951219509,71.4860731707317,71.7599268292683,72.02878048780491,72.2926341463415,72.55048780487809,72.8033414634146,73.0511951219512,73.29504878048779,73.5333902439024,73.767243902439,73.99709756097559,74.22295121951221,74.4443170731708,74.66217073170729,74.87553658536591,75.0854146341464,75.28880487804881,75.483243902439,75.6676829268293,75.84617073170729,76.0241219512195,76.21346341463409,76.4281219512195,76.6755609756098,76.956756097561,77.2682926829268,77.5982682926829,77.9323170731708,78.2525853658537,78.54665853658541
BTN,Bhutan,32.3593658536585,32.731024390243896,33.0941463414634,33.4522195121951,33.815756097561,34.2007317073171,34.626658536585396,35.1070243902439,35.6513414634146,36.2630975609756,36.9422926829268,37.68441463414629,38.4714878048781,39.28748780487809,40.119414634146295,40.9542926829268,41.782585365853706,42.60082926829271,43.406000000000006,44.193634146341495,44.96170731707321,45.7107317073171,46.44724390243901,47.1772195121951,47.9066585365854,48.639073170731706,49.381439024390296,50.133756097561,50.8984878048781,51.6756829268293,52.4623170731707,53.25192682926829,54.040512195122005,54.8260975609756,55.609170731707295,56.3997317073171,57.205756097561,58.035243902439,58.8886829268293,59.7620731707317,60.6503902439025,61.546634146341496,62.4358292682927,63.303000000000004,64.1361707317073,64.9184390243903,65.6379024390244,66.2930975609756,66.8850243902439,67.4166585365854,67.8924146341463,68.3231951219512,68.7229024390244,69.1029268292683
BWA,Botswana,50.54773170731711,50.90763414634149,51.255024390243904,51.5934146341463,51.928756097561,52.2725365853659,52.63570731707321,53.028243902439,53.4576341463415,53.9278780487805,54.4434634146342,55.0079024390244,55.6127317073171,56.244487804878,56.8937073170732,57.54895121951221,58.199243902439,58.8351219512195,59.4450975609756,60.0156829268293,60.544365853658505,61.0331219512195,61.4814390243902,61.8842926829268,62.2271951219512,62.5096585365854,62.7351951219512,62.8898292682927,62.9456341463415,62.8636829268293,62.5565853658537,61.924512195122006,60.9384878048781,59.6189756097561,58.027390243902396,56.2361219512195,54.3361219512195,52.4746097560976,50.81234146341461,49.4864878048781,48.693634146341495,48.6103170731707,49.2434146341464,50.52451219512201,52.3563170731707,54.5522195121951,56.873268292682894,59.0745609756098,60.9585853658537,62.4170975609756,63.4022926829268,63.951609756097604,64.22273170731711,64.3608048780488
CAF,Central African Republic,36.4826341463415,36.8957073170732,37.3187804878049,37.760341463414605,38.2253658536585,38.7258536585366,39.272756097561,39.868560975609796,40.512756097561,41.2023658536585,41.9354146341463,42.7084634146342,43.508024390243904,44.3146341463415,45.1117804878049,45.881414634146296,46.607975609756096,47.2814146341463,47.8912195121951,48.4244146341463,48.8725853658537,49.2318048780488,49.507658536585396,49.705756097561,49.82563414634149,49.8682926829268,49.8327317073171,49.7243902439024,49.54824390243901,49.312292682926795,49.0175609756098,48.664073170731704,48.257365853658506,47.80992682926829,47.3362195121951,46.846243902439014,46.345487804878104,45.846365853658504,45.370292682926795,44.9431463414634,44.5972926829268,44.362073170731705,44.253414634146395,44.27780487804881,44.4396829268293,44.738097560975596,45.1631219512195,45.6873902439024,46.284,46.9349756097561,47.6253170731707,48.3504390243903,49.105292682926795,49.8798780487805
