name,iso,series,series_code,yr1990,yr1991,yr1992,yr1993,yr1994,yr1995,yr1996,yr1997,yr1998,yr1999,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014
Argentina,ARG,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.167189950512828,NULL,NULL,NULL,NULL,NULL
Argentina,ARG,freshwater,ER.H2O.INTR.PC,NULL,NULL,8676.23554422534,NULL,NULL,NULL,NULL,8148.69356489018,NULL,NULL,NULL,NULL,7706.63216136484,NULL,NULL,NULL,NULL,7305.49683845868,NULL,NULL,NULL,NULL,6936.6539063909,6864.4015520694,NULL
Argentina,ARG,precipitation,AG.LND.PRCP.MM,NULL,NULL,591.0,NULL,NULL,NULL,NULL,591.0,NULL,NULL,NULL,NULL,591.0,NULL,NULL,NULL,NULL,591.0,NULL,NULL,NULL,NULL,591.0,NULL,591.0
Argentina,ARG,arable_land,AG.LND.ARBL.ZS,9.71063584110732,9.74900335807125,9.78737087503517,9.82573839199909,9.86520212373342,9.90430045054427,9.94339877735513,9.98286250908945,10.0212300260534,10.0603283528642,10.0997920845985,10.1385250064859,10.180911977608,10.4810921222353,11.2453365196643,12.0209084697207,12.7358232024818,13.3127975766345,12.8845430063325,12.530465635494,13.8784443981598,14.1707683369326,14.5263073274649,14.5062100566743,NULL
Australia,AUS,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.04709860649413,NULL,NULL,NULL,NULL,NULL
Australia,AUS,freshwater,ER.H2O.INTR.PC,NULL,NULL,28122.3206630466,NULL,NULL,NULL,NULL,26570.1787546579,NULL,NULL,NULL,NULL,25036.384176191,NULL,NULL,NULL,NULL,23622.5009122511,NULL,NULL,NULL,NULL,21647.0653663057,21274.877120288,NULL
Australia,AUS,precipitation,AG.LND.PRCP.MM,NULL,NULL,534.0,NULL,NULL,NULL,NULL,534.0,NULL,NULL,NULL,NULL,534.0,NULL,NULL,NULL,NULL,534.0,NULL,NULL,NULL,NULL,534.0,NULL,534.0
Australia,AUS,arable_land,AG.LND.ARBL.ZS,6.2351118805566,5.9487393098421,6.14399333532926,6.02684092003697,6.15701027036174,5.2194004399724,4.72306470718405,5.18998216679901,5.73461072855785,5.92661052028689,6.15753094776304,6.48334483162594,6.2219647761738,6.1231662392773,6.21467529255561,6.43062624474441,6.21103055074652,5.74567512333546,5.72471785793317,5.93780508441482,5.54104890462492,6.2062142847845,6.13266860185101,6.01629720266066,NULL
Brazil,BRA,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.482451027992547,NULL,NULL,NULL,NULL,NULL
Brazil,BRA,freshwater,ER.H2O.INTR.PC,NULL,NULL,36433.4927634916,NULL,NULL,NULL,NULL,33717.7359728545,NULL,NULL,NULL,NULL,31268.3669205268,NULL,NULL,NULL,NULL,29364.3907230498,NULL,NULL,NULL,NULL,27969.148699943,27714.7619029505,NULL
Brazil,BRA,precipitation,AG.LND.PRCP.MM,NULL,NULL,1761.0,NULL,NULL,NULL,NULL,1761.0,NULL,NULL,NULL,NULL,1761.0,NULL,NULL,NULL,NULL,1761.0,NULL,NULL,NULL,NULL,1761.0,NULL,1761.0
Brazil,BRA,arable_land,AG.LND.ARBL.ZS,6.0636696681319,6.22124061094933,6.19791006132944,6.25306587350774,6.31061456257014,6.94640195067324,6.92235353798812,6.9139784688938,6.90550768472411,6.90904914251257,6.91259060030102,7.06748152100826,7.35857499395799,7.7330602263183,8.17490494296578,8.27420933365558,8.31979363829752,8.18220321746226,8.40498005537117,8.42771238577004,8.41849980976629,8.64701955219702,8.68698059616135,9.09390127468552,NULL
China,CHN,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.95097147464036,NULL,NULL,NULL,NULL,NULL
China,CHN,freshwater,ER.H2O.INTR.PC,NULL,NULL,2414.65445462115,NULL,NULL,NULL,NULL,2286.8524276975,NULL,NULL,NULL,NULL,2196.9696969697,NULL,NULL,NULL,NULL,2134.48062615479,NULL,NULL,NULL,NULL,2082.63153413613,2072.3747218907,NULL
China,CHN,precipitation,AG.LND.PRCP.MM,NULL,NULL,645.0,NULL,NULL,NULL,NULL,645.0,NULL,NULL,NULL,NULL,645.0,NULL,NULL,NULL,NULL,645.0,NULL,NULL,NULL,NULL,645.0,NULL,645.0
China,CHN,arable_land,AG.LND.ARBL.ZS,13.1866961361276,13.3012009692967,13.0908316246372,12.920405826432,12.856496152105,12.7372116605455,12.7115547872176,12.7287039196952,12.7659846424725,12.7074006495367,12.5870505804082,12.3646518418806,12.1961439904241,11.8978983081625,11.8872469066928,11.9564835552602,11.5783502702123,11.5554499479283,11.5161453341035,11.4739645284922,11.4207062453113,11.346144648858,11.2822347090409,11.2609313957686,NULL
France,FRA,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00571764592926749,NULL,NULL,NULL,NULL,NULL
France,FRA,freshwater,ER.H2O.INTR.PC,NULL,NULL,3398.4004680549,NULL,NULL,NULL,NULL,3335.28753388756,NULL,NULL,NULL,NULL,3235.97016416093,NULL,NULL,NULL,NULL,3124.20776925176,NULL,NULL,NULL,NULL,3046.92376863337,3033.7275571282,NULL
France,FRA,precipitation,AG.LND.PRCP.MM,NULL,NULL,867.0,NULL,NULL,NULL,NULL,867.0,NULL,NULL,NULL,NULL,867.0,NULL,NULL,NULL,NULL,867.0,NULL,NULL,NULL,NULL,867.0,NULL,867.0
France,FRA,arable_land,AG.LND.ARBL.ZS,32.4797376024078,32.5646588721725,32.5931485884807,32.9344773050189,33.0484361702516,33.18887586154,33.2471336788625,33.3660234565331,33.4535014957101,33.5176033574035,33.5185164893364,33.5050021367287,33.5486498431239,33.5219863906817,33.5455451945519,33.5574808786681,33.490455770734,33.3951230559066,33.3640150705771,33.3411863970326,33.4279353565017,33.3744066827746,33.390782031591,33.4315879442688,NULL
Germany,DEU,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0328245736854824,NULL,NULL,NULL,NULL,NULL
Germany,DEU,freshwater,ER.H2O.INTR.PC,NULL,NULL,1327.13840011953,NULL,NULL,NULL,NULL,1304.32496727516,NULL,NULL,NULL,NULL,1297.15059051568,NULL,NULL,NULL,NULL,1300.65295695792,NULL,NULL,NULL,NULL,1330.41846522354,1326.79269998656,NULL
Germany,DEU,precipitation,AG.LND.PRCP.MM,NULL,NULL,700.0,NULL,NULL,NULL,NULL,700.0,NULL,NULL,NULL,NULL,700.0,NULL,NULL,NULL,NULL,700.0,NULL,NULL,NULL,NULL,700.0,NULL,700.0
Germany,DEU,arable_land,AG.LND.ARBL.ZS,34.2880875318649,33.1080113424799,32.8444991836852,33.4440879926673,33.8145570164132,33.9014608994557,33.9024320375834,33.8977223893425,34.0352988367429,33.8758668118517,33.8271958733343,33.8578389223273,33.7986584876455,33.9067113901551,34.1141726639333,34.1323546278243,34.0272998394127,34.0637278802306,34.2253965522187,34.2646510427125,33.9845655105144,34.0687399586872,33.9530613415964,34.0735640098697,NULL
India,IND,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.3561089920649,NULL,NULL,NULL,NULL,NULL
India,IND,freshwater,ER.H2O.INTR.PC,NULL,NULL,1595.21416686799,NULL,NULL,NULL,NULL,1449.16316088943,NULL,NULL,NULL,NULL,1326.37508281382,NULL,NULL,NULL,NULL,1225.75028634896,NULL,NULL,NULL,NULL,1144.35886095454,1130.12995117337,NULL
India,IND,precipitation,AG.LND.PRCP.MM,NULL,NULL,1083.0,NULL,NULL,NULL,NULL,1083.0,NULL,NULL,NULL,NULL,1083.0,NULL,NULL,NULL,NULL,1083.0,NULL,NULL,NULL,NULL,1083.0,NULL,1083.0
India,IND,arable_land,AG.LND.ARBL.ZS,54.9776502678941,54.884484341734,54.7243869379354,54.6840262479021,54.6635095638018,54.456997366465,54.1590009383861,54.3527322505457,54.2881551464925,54.1421839842055,54.127048725443,53.9235635798587,53.959551861805,53.7466492218795,53.7069612100135,53.6272488471978,53.3642316838144,53.1489746703036,53.1398935150461,53.1160134401098,52.8082631786061,52.7981730060978,52.6525381828945,52.8052361268537,NULL
Indonesia,IDN,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.160589721908345,NULL,NULL,NULL,NULL,NULL
Indonesia,IDN,freshwater,ER.H2O.INTR.PC,NULL,NULL,10752.9689551774,NULL,NULL,NULL,NULL,9952.97846207997,NULL,NULL,NULL,NULL,9288.34926743746,NULL,NULL,NULL,NULL,8691.46600063376,NULL,NULL,NULL,NULL,8139.88661641899,8035.23641002734,NULL
Indonesia,IDN,precipitation,AG.LND.PRCP.MM,NULL,NULL,2702.0,NULL,NULL,NULL,NULL,2702.0,NULL,NULL,NULL,NULL,2702.0,NULL,NULL,NULL,NULL,2702.0,NULL,NULL,NULL,NULL,2702.0,NULL,2702.0
Indonesia,IDN,arable_land,AG.LND.ARBL.ZS,11.1798053621996,9.9808453440938,9.99133348421535,10.0073416980851,9.4536783011421,9.57291189410291,9.9035643116192,10.2121364341428,10.3225379091065,10.874545283925,11.3161511837798,11.1505489713343,11.0848600937309,12.3682772401839,13.6158139072738,12.6663612225859,11.8681585585983,12.1441622460076,12.5305674083806,13.0273740457173,13.0273740457173,12.9721733082354,12.9721733082354,12.9721733082354,NULL
Italy,ITA,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00710221906895916,NULL,NULL,NULL,NULL,NULL
Italy,ITA,freshwater,ER.H2O.INTR.PC,NULL,NULL,3213.19295829379,NULL,NULL,NULL,NULL,3207.92418091413,NULL,NULL,NULL,NULL,3198.44332376832,NULL,NULL,NULL,NULL,3122.95136529444,NULL,NULL,NULL,NULL,3065.18084390626,3029.85286636035,NULL
Italy,ITA,precipitation,AG.LND.PRCP.MM,NULL,NULL,832.0,NULL,NULL,NULL,NULL,832.0,NULL,NULL,NULL,NULL,832.0,NULL,NULL,NULL,NULL,832.0,NULL,NULL,NULL,NULL,832.0,NULL,832.0
Italy,ITA,arable_land,AG.LND.ARBL.ZS,30.6415966815137,30.2607867804563,29.7507735201115,29.0707558396518,28.3193363027439,28.1629322362381,28.3295365679508,28.0609295841692,28.3193363027439,29.0537553976403,28.8293495630886,28.3533371867669,28.1765325898473,27.0585435506901,27.1265383830829,26.4499898007751,25.0764941864418,24.3795471544163,25.4912626640375,23.7335962466853,23.9409804854831,22.84626368396,24.1993608485755,23.2100360372612,NULL
Japan,JPN,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0209515501455421,NULL,NULL,NULL,NULL,NULL
Japan,JPN,freshwater,ER.H2O.INTR.PC,NULL,NULL,3461.34960435969,NULL,NULL,NULL,NULL,3411.15527102819,NULL,NULL,NULL,NULL,3374.00447251756,NULL,NULL,NULL,NULL,3359.34875508785,NULL,NULL,NULL,NULL,3370.92333564717,3376.82312422717,NULL
Japan,JPN,precipitation,AG.LND.PRCP.MM,NULL,NULL,1668.0,NULL,NULL,NULL,NULL,1668.0,NULL,NULL,NULL,NULL,1668.0,NULL,NULL,NULL,NULL,1668.0,NULL,NULL,NULL,NULL,1668.0,NULL,1668.0
Japan,JPN,arable_land,AG.LND.ARBL.ZS,13.0773450356555,13.0005485463522,12.9292375205705,12.8496982995063,12.7811300054855,12.6988480526605,12.6255144032922,12.5349794238683,12.4417009602195,12.3539094650206,12.2743484224966,12.1920438957476,12.1234567901235,12.0631001371742,12.0137174211248,11.9615912208505,11.9149519890261,11.8683127572016,11.8189300411523,11.7805212620027,11.7459882046359,11.6690211353568,11.6469168312486,11.6222295369761,NULL
"Korea, Rep.",KOR,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0802554113253908,NULL,NULL,NULL,NULL,NULL
"Korea, Rep.",KOR,freshwater,ER.H2O.INTR.PC,NULL,NULL,1482.35476660604,NULL,NULL,NULL,NULL,1411.20670032672,NULL,NULL,NULL,NULL,1361.76045199444,NULL,NULL,NULL,NULL,1334.4266097465,NULL,NULL,NULL,NULL,1296.88481069111,1291.32671105419,NULL
"Korea, Rep.",KOR,precipitation,AG.LND.PRCP.MM,NULL,NULL,1274.0,NULL,NULL,NULL,NULL,1274.0,NULL,NULL,NULL,NULL,1274.0,NULL,NULL,NULL,NULL,1274.0,NULL,NULL,NULL,NULL,1274.0,NULL,1274.0
"Korea, Rep.",KOR,arable_land,AG.LND.ARBL.ZS,20.2467343976778,19.9771926187021,19.6765498652291,19.4381090607506,19.1270993157786,18.4843458428364,18.0904001658719,17.8519593613933,17.7068214804064,17.6135185569148,17.8104913953971,17.4591689063469,17.2951751213968,17.1384297520661,17.0729188184259,16.9643779039752,16.7113955408753,16.4775072224515,16.1290322580645,15.8187435633368,15.4993314820529,15.3039185436594,15.6363636363636,15.3468901976074,NULL
Mexico,MEX,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.149843277332355,NULL,NULL,NULL,NULL,NULL
Mexico,MEX,freshwater,ER.H2O.INTR.PC,NULL,NULL,4589.83057611138,NULL,NULL,NULL,NULL,4176.63062833527,NULL,NULL,NULL,NULL,3873.90222822026,NULL,NULL,NULL,NULL,3615.01027926847,NULL,NULL,NULL,NULL,3350.51014547989,3305.31468983917,NULL
Mexico,MEX,precipitation,AG.LND.PRCP.MM,NULL,NULL,758.0,NULL,NULL,NULL,NULL,758.0,NULL,NULL,NULL,NULL,758.0,NULL,NULL,NULL,NULL,758.0,NULL,NULL,NULL,NULL,758.0,NULL,758.0
Mexico,MEX,arable_land,AG.LND.ARBL.ZS,11.1674682990818,11.5347616965457,11.537848195684,11.590318681036,11.5995781784511,11.6052367602047,11.686000154325,11.720980477893,11.7446436379537,11.7893978754598,11.78271046066,11.9092569253324,11.9262326705934,12.1669796033849,11.9416651662851,11.983847321176,12.0183132282209,12.0985622058181,12.2755214897503,12.2883819028267,12.0923892075413,11.8197484503202,11.9087425088094,11.8187196172741,NULL
Netherlands,NLD,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00473786081084586,NULL,NULL,NULL,NULL,NULL
Netherlands,NLD,freshwater,ER.H2O.INTR.PC,NULL,NULL,724.438866118824,NULL,NULL,NULL,NULL,704.647147940669,NULL,NULL,NULL,NULL,681.159722728362,NULL,NULL,NULL,NULL,671.481145786126,NULL,NULL,NULL,NULL,656.521930637623,654.589217892042,NULL
Netherlands,NLD,precipitation,AG.LND.PRCP.MM,NULL,NULL,778.0,NULL,NULL,NULL,NULL,778.0,NULL,NULL,NULL,NULL,778.0,NULL,NULL,NULL,NULL,778.0,NULL,NULL,NULL,NULL,778.0,NULL,778.0
Netherlands,NLD,arable_land,AG.LND.ARBL.ZS,26.0367298578199,26.095971563981,26.2736966824645,26.2736966824645,26.2144549763033,26.1255924170616,26.510663507109,26.6883886255924,26.8364928909953,27.0734597156398,26.9549763033175,26.8068720379147,27.1327014218009,26.8364928909953,33.3975118483412,32.9087677725119,31.6883886255924,31.3921800947867,31.5936018957346,31.2689000889416,30.3172250222354,29.8339264531435,29.982206405694,30.8405108405108,NULL
Russian Federation,RUS,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.13270049736118,NULL,NULL,NULL,NULL,NULL
Russian Federation,RUS,freshwater,ER.H2O.INTR.PC,NULL,NULL,29006.8532305685,NULL,NULL,NULL,NULL,29158.5778880883,NULL,NULL,NULL,NULL,29682.1785378428,NULL,NULL,NULL,NULL,30202.0051274364,NULL,NULL,NULL,NULL,30118.3625811754,30054.3017053722,NULL
Russian Federation,RUS,precipitation,AG.LND.PRCP.MM,NULL,NULL,460.0,NULL,NULL,NULL,NULL,460.0,NULL,NULL,NULL,NULL,460.0,NULL,NULL,NULL,NULL,460.0,NULL,NULL,NULL,NULL,460.0,NULL,460.0
Russian Federation,RUS,arable_land,AG.LND.ARBL.ZS,NULL,NULL,8.05420394815115,7.90532021496163,7.83953439677975,7.78465269458884,7.69473121194581,7.78244849239711,7.69975520868307,7.62576951779021,7.59241917938337,7.56145744558754,7.5371132547949,7.48178680396411,7.4564608396317,7.4341066295351,7.42312431385527,7.42312431385527,7.42809828740168,7.4342655220442,7.26634576692616,7.32740749605999,7.31214206377653,7.46418576931978,NULL
Saudi Arabia,SAU,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00566049114062582,NULL,NULL,NULL,NULL,NULL
Saudi Arabia,SAU,freshwater,ER.H2O.INTR.PC,NULL,NULL,137.94274376049,NULL,NULL,NULL,NULL,121.153178355197,NULL,NULL,NULL,NULL,105.875648521433,NULL,NULL,NULL,NULL,92.0121140082233,NULL,NULL,NULL,NULL,81.366835359328,79.4674331035698,NULL
Saudi Arabia,SAU,precipitation,AG.LND.PRCP.MM,NULL,NULL,59.0,NULL,NULL,NULL,NULL,59.0,NULL,NULL,NULL,NULL,59.0,NULL,NULL,NULL,NULL,59.0,NULL,NULL,NULL,NULL,59.0,NULL,59.0
Saudi Arabia,SAU,arable_land,AG.LND.ARBL.ZS,1.57697156334169,1.66489121687313,1.69791923486642,1.70815326861082,1.70582735185073,1.70024515162651,1.56348124613316,1.69280221799422,1.69187185129019,1.6718689671534,1.67093860044937,1.67466006726551,1.67466006726551,1.67466006726551,1.62814173206369,1.62814173206369,1.60488256446278,1.60302183105471,1.55324721238876,1.48672599305016,1.47928305941787,1.46951420902549,1.44997650824072,1.42718252399183,NULL
Spain,ESP,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.729193518337962,NULL,NULL,NULL,NULL,NULL
Spain,ESP,freshwater,ER.H2O.INTR.PC,NULL,NULL,2846.3378165287,NULL,NULL,NULL,NULL,2809.3284762604,NULL,NULL,NULL,NULL,2683.94444640484,NULL,NULL,NULL,NULL,2458.71900341928,NULL,NULL,NULL,NULL,2377.43718044502,2385.24008288709,NULL
Spain,ESP,precipitation,AG.LND.PRCP.MM,NULL,NULL,636.0,NULL,NULL,NULL,NULL,636.0,NULL,NULL,NULL,NULL,636.0,NULL,NULL,NULL,NULL,636.0,NULL,NULL,NULL,NULL,636.0,NULL,636.0
Spain,ESP,arable_land,AG.LND.ARBL.ZS,30.7043889155855,30.5502162421913,30.4360884190293,29.9975973089861,29.6452026269422,28.1214960756047,28.9324042928079,28.6020342783918,27.3986865289124,26.9561909338459,26.8537074148297,26.2055684827088,25.8676659185636,26.0751988141263,26.0927921791738,25.8730890220201,25.4920036875225,25.2168860571818,25.0360866078589,25.0611639193037,25.0554988900222,24.8639673521645,25.1294456328342,25.1294456328342,NULL
Switzerland,CHE,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00388788412428912,NULL,NULL,NULL,NULL,NULL
Switzerland,CHE,freshwater,ER.H2O.INTR.PC,NULL,NULL,5876.05252609171,NULL,NULL,NULL,NULL,5699.04580481107,NULL,NULL,NULL,NULL,5545.82976251906,NULL,NULL,NULL,NULL,5350.20183106685,NULL,NULL,NULL,NULL,5051.9822715438,4994.22326600939,NULL
Switzerland,CHE,precipitation,AG.LND.PRCP.MM,NULL,NULL,1537.0,NULL,NULL,NULL,NULL,1537.0,NULL,NULL,NULL,NULL,1537.0,NULL,NULL,NULL,NULL,1537.0,NULL,NULL,NULL,NULL,1537.0,NULL,1537.0
Switzerland,CHE,arable_land,AG.LND.ARBL.ZS,10.2127551923904,10.3088871461459,10.2734701105517,10.3696020643072,10.6048723721824,10.6807660198841,10.6481481481481,10.5118020593518,10.4564084400142,10.3883617963314,10.3430826839389,10.3585254155808,10.3309549111887,10.2957921105235,10.2859311740891,10.2788602662078,10.2993648303262,10.2895029861322,10.2819111246078,10.2743192630833,10.2363599554611,10.2211762324122,10.218645611904,10.2161149913959,NULL
Turkey,TUR,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.136563067437583,NULL,NULL,NULL,NULL,NULL
Turkey,TUR,freshwater,ER.H2O.INTR.PC,NULL,NULL,4067.28879581626,NULL,NULL,NULL,NULL,3758.64504919222,NULL,NULL,NULL,NULL,3485.56360934012,NULL,NULL,NULL,NULL,3265.45915837005,NULL,NULL,NULL,NULL,3063.45860022479,3026.25501528445,NULL
Turkey,TUR,precipitation,AG.LND.PRCP.MM,NULL,NULL,593.0,NULL,NULL,NULL,NULL,593.0,NULL,NULL,NULL,NULL,593.0,NULL,NULL,NULL,NULL,593.0,NULL,NULL,NULL,NULL,593.0,NULL,593.0
Turkey,TUR,arable_land,AG.LND.ARBL.ZS,32.0244792952458,32.0491664825955,31.8516689837974,31.8087912373478,32.0998401829451,32.0335745747957,31.8516689837974,31.5697153177501,31.7542195600483,31.5463274560503,30.9577329366059,30.9252497953562,31.1760196458038,30.3678390915115,31.0162025908553,30.9629302392059,29.8598027623663,28.5578784610787,28.0069643854839,27.7419019528865,27.784779699336,26.6868495250965,26.736223899796,26.732325922846,NULL
United Kingdom,GBR,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0324070189450731,NULL,NULL,NULL,NULL,NULL
United Kingdom,GBR,freshwater,ER.H2O.INTR.PC,NULL,NULL,2518.21791726984,NULL,NULL,NULL,NULL,2486.41244191183,NULL,NULL,NULL,NULL,2442.29122692441,NULL,NULL,NULL,NULL,2364.54951263128,NULL,NULL,NULL,NULL,2276.28441310323,2261.85127785004,NULL
United Kingdom,GBR,precipitation,AG.LND.PRCP.MM,NULL,NULL,1220.0,NULL,NULL,NULL,NULL,1220.0,NULL,NULL,NULL,NULL,1220.0,NULL,NULL,NULL,NULL,1220.0,NULL,NULL,NULL,NULL,1220.0,NULL,1220.0
United Kingdom,GBR,arable_land,AG.LND.ARBL.ZS,27.3632869011698,27.1442152688794,27.0904807175629,25.1767040052908,24.4326871409085,24.5360228165172,25.2056379944612,26.3216632910346,25.8463191832348,24.4574877030546,24.2880171950564,23.3579961145786,23.9160087628653,23.3910635307734,24.0524118546687,23.6804034224776,25.1891042863638,25.1519034431447,24.821229281197,25.0031000702683,24.6765593353449,25.0568346215848,25.6768486752366,25.8975736783367,NULL
United States,USA,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.214155722534503,NULL,NULL,NULL,NULL,NULL
United States,USA,freshwater,ER.H2O.INTR.PC,NULL,NULL,10985.7551634609,NULL,NULL,NULL,NULL,10335.3297366288,NULL,NULL,NULL,NULL,9797.47278257368,NULL,NULL,NULL,NULL,9354.94043948773,NULL,NULL,NULL,NULL,8971.32010313847,8903.70294863375,NULL
United States,USA,precipitation,AG.LND.PRCP.MM,NULL,NULL,715.0,NULL,NULL,NULL,NULL,715.0,NULL,NULL,NULL,NULL,715.0,NULL,NULL,NULL,NULL,715.0,NULL,NULL,NULL,NULL,715.0,NULL,715.0
United States,USA,arable_land,AG.LND.ARBL.ZS,20.2726073702691,20.2726073702691,20.0983517779311,19.9529204189122,19.8645916130216,19.8536733428249,19.5443587481548,19.3899744075747,19.3015364189821,19.1471520784019,19.1409660857113,19.1444588033949,18.8799945862876,18.7334095910028,18.2337326673885,18.0218775103908,17.511755177954,17.6687855820614,17.6894249963378,17.2683335847704,17.0459211449786,16.5805549542931,16.9564204988948,16.5988879924613,NULL
Afghanistan,AFG,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.05929016894999,NULL,NULL,NULL,NULL,NULL
Afghanistan,AFG,freshwater,ER.H2O.INTR.PC,NULL,NULL,3430.18108300602,NULL,NULL,NULL,NULL,2614.48708643001,NULL,NULL,NULL,NULL,2194.34200432734,NULL,NULL,NULL,NULL,1822.04308105901,NULL,NULL,NULL,NULL,1586.1106894004,1536.70659170537,NULL
Afghanistan,AFG,precipitation,AG.LND.PRCP.MM,NULL,NULL,327.0,NULL,NULL,NULL,NULL,327.0,NULL,NULL,NULL,NULL,327.0,NULL,NULL,NULL,NULL,327.0,NULL,NULL,NULL,NULL,327.0,NULL,327.0
Afghanistan,AFG,arable_land,AG.LND.ARBL.ZS,12.1159207180713,12.1159207180713,12.1159207180713,11.9841926293539,11.7988542719726,11.7222681738811,11.7130778421101,11.7712832766596,11.8815672579113,11.7222681738811,11.768219832736,11.768219832736,11.7605612229268,11.9045430873388,11.9719388536593,11.9550899120792,11.938240970499,11.938240970499,11.938240970499,11.9367092485372,11.9367092485372,11.9336458046135,11.9321140826517,11.9244554728426,NULL
Albania,ALB,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.26957699339956,NULL,NULL,NULL,NULL,NULL
Albania,ALB,freshwater,ER.H2O.INTR.PC,NULL,NULL,8284.47086715004,NULL,NULL,NULL,NULL,8544.34531098082,NULL,NULL,NULL,NULL,8816.75248524259,NULL,NULL,NULL,NULL,9057.18721475332,NULL,NULL,NULL,NULL,9274.29823040184,9284.29476980126,NULL
Albania,ALB,precipitation,AG.LND.PRCP.MM,NULL,NULL,1485.0,NULL,NULL,NULL,NULL,1485.0,NULL,NULL,NULL,NULL,1485.0,NULL,NULL,NULL,NULL,1485.0,NULL,NULL,NULL,NULL,1485.0,NULL,1485.0
