name,iso,series,series_code,yr1990,yr1991,yr1992,yr1993,yr1994,yr1995,yr1996,yr1997,yr1998,yr1999,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014
Suriname,SUR,arable_land,AG.LND.ARBL.ZS,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.288461538461538,0.352564102564103,0.33974358974359,0.314102564102564,0.314102564102564,0.294871794871795,0.301282051282051,0.371794871794872,0.352564102564103,0.371794871794872,0.333333333333333,0.384615384615385,NULL
Swaziland,SWZ,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.22658630792033,NULL,NULL,NULL,NULL,NULL
Swaziland,SWZ,freshwater,ER.H2O.INTR.PC,NULL,NULL,2907.65870695096,NULL,NULL,NULL,NULL,2622.27343160237,NULL,NULL,NULL,NULL,2439.48641418598,NULL,NULL,NULL,NULL,2326.29248017144,NULL,NULL,NULL,NULL,2143.38951070639,2110.91752149498,NULL
Swaziland,SWZ,precipitation,AG.LND.PRCP.MM,NULL,NULL,788.0,NULL,NULL,NULL,NULL,788.0,NULL,NULL,NULL,NULL,788.0,NULL,NULL,NULL,NULL,788.0,NULL,NULL,NULL,NULL,788.0,NULL,788.0
Swaziland,SWZ,arable_land,AG.LND.ARBL.ZS,10.4651162790698,10.6395348837209,10.406976744186,10.3488372093023,10.3488372093023,10.3488372093023,10.3488372093023,10.3488372093023,10.3488372093023,10.3488372093023,10.3488372093023,10.3488372093023,10.3488372093023,10.3488372093023,10.3488372093023,10.3488372093023,10.3488372093023,10.3488372093023,10.3488372093023,10.1744186046512,10.1744186046512,10.1744186046512,10.1744186046512,10.1744186046512,NULL
Sweden,SWE,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL
Sweden,SWE,freshwater,ER.H2O.INTR.PC,NULL,NULL,19727.581708817,NULL,NULL,NULL,NULL,19330.6354850328,NULL,NULL,NULL,NULL,19159.7540290946,NULL,NULL,NULL,NULL,18692.4224198882,NULL,NULL,NULL,NULL,17963.3660784837,17811.7968051053,NULL
Sweden,SWE,precipitation,AG.LND.PRCP.MM,NULL,NULL,624.0,NULL,NULL,NULL,NULL,624.0,NULL,NULL,NULL,NULL,624.0,NULL,NULL,NULL,NULL,624.0,NULL,NULL,NULL,NULL,624.0,NULL,624.0
Sweden,SWE,arable_land,AG.LND.ARBL.ZS,6.9235268314081,6.79192864453868,6.73831456840669,6.76755860993323,6.76755860993323,6.73587756494614,6.84554272067066,6.81386167568358,6.77730662377541,6.68713749573524,6.5872203538529,6.55797631232636,6.52385826387873,6.49705122581274,6.47268119120729,6.565287322708,6.46049617390457,6.43125213237803,6.39957108739094,6.4190671150753,6.3971340839304,6.36057903202223,6.38041930573968,6.37305445082732,NULL
Syrian Arab Republic,SYR,extreme,EN.CLC.MDAT.ZS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.507772234430497,NULL,NULL,NULL,NULL,NULL
Syrian Arab Republic,SYR,freshwater,ER.H2O.INTR.PC,NULL,NULL,540.869016949327,NULL,NULL,NULL,NULL,470.698118171099,NULL,NULL,NULL,NULL,419.590597946606,NULL,NULL,NULL,NULL,367.144443488661,NULL,NULL,NULL,NULL,332.848667963619,327.314891198318,NULL
